Date,username,likes_count,retweet_date,Cases_x,Deaths_x,14 days,Cases_y,Deaths_y,28 days,Cases,Deaths,Sentiment,Total Case Growth,Total Death Growth,Lethality_48,Lethality_14,Lethality_dayof
2/11/2020,nytimes,4374,,12,0,2/25/20 0:00,15,0,3/10/20 0:00,711,28,0.136,58.25,inf,0.039,0,0
2/13/2020,tamiann02,0,,13,0,2/27/20 0:00,16,0,3/12/20 0:00,1561,43,0.256,119.077,inf,0.028,0,0
2/13/2020,1val1richy,0,,13,0,2/27/20 0:00,16,0,3/12/20 0:00,1561,43,0.256,119.077,inf,0.028,0,0
2/13/2020,kolsaw,0,,13,0,2/27/20 0:00,16,0,3/12/20 0:00,1561,43,0.061,119.077,inf,0.028,0,0
2/15/2020,_watch_observe_,0,,13,0,2/29/20 0:00,24,1,3/14/20 0:00,2870,58,0.217,219.769,58,0.02,0.042,0
2/16/2020,shima3t,5,,13,0,3/1/20 0:00,30,1,3/15/20 0:00,2968,70,0,227.308,70,0.024,0.033,0
2/16/2020,shima3t,5,,13,0,3/1/20 0:00,30,1,3/15/20 0:00,2968,70,0,227.308,70,0.024,0.033,0
2/17/2020,narniaexpert,2,,13,0,3/2/20 0:00,53,6,3/16/20 0:00,4360,97,0.168,334.385,16.167,0.022,0.113,0
2/19/2020,washingtonpost,89,,13,0,3/4/20 0:00,104,11,3/18/20 0:00,8917,188,0,684.923,17.091,0.021,0.106,0
2/19/2020,washingtonpost,88,,13,0,3/4/20 0:00,104,11,3/18/20 0:00,8917,188,0,684.923,17.091,0.021,0.106,0
2/21/2020,darrylmason,0,,15,0,3/6/20 0:00,222,14,3/20/20 0:00,19479,362,0,1297.6,25.857,0.019,0.063,0
2/22/2020,newswest9,1,,15,0,3/7/20 0:00,337,17,3/21/20 0:00,25825,456,0,1720.667,26.824,0.018,0.05,0
2/23/2020,bobfoolery,0,,15,0,3/8/20 0:00,451,21,3/22/20 0:00,33761,601,-0.078,2249.733,28.619,0.018,0.047,0
2/24/2020,loyndsview,0,,15,0,3/9/20 0:00,519,22,3/23/20 0:00,43850,784,0.333,2922.333,35.636,0.018,0.042,0
2/24/2020,washingtonpost,75,,15,0,3/9/20 0:00,519,22,3/23/20 0:00,43850,784,0.1,2922.333,35.636,0.018,0.042,0
2/24/2020,washingtonpost,75,,15,0,3/9/20 0:00,519,22,3/23/20 0:00,43850,784,0.1,2922.333,35.636,0.018,0.042,0
2/25/2020,pourteaux,23,,15,0,3/10/20 0:00,711,28,3/24/20 0:00,54112,1021,0.405,3606.467,36.464,0.019,0.039,0
2/26/2020,showntimothy,0,,15,0,3/11/20 0:00,1109,33,3/25/20 0:00,66055,1333,0.2,4402.667,40.394,0.02,0.03,0
2/26/2020,mridulaprasad5,0,,15,0,3/11/20 0:00,1109,33,3/25/20 0:00,66055,1333,-0.05,4402.667,40.394,0.02,0.03,0
2/26/2020,kooswilt,0,,15,0,3/11/20 0:00,1109,33,3/25/20 0:00,66055,1333,0,4402.667,40.394,0.02,0.03,0
2/26/2020,kooswilt,0,,15,0,3/11/20 0:00,1109,33,3/25/20 0:00,66055,1333,0,4402.667,40.394,0.02,0.03,0
2/26/2020,nygovcuomo,104,,15,0,3/11/20 0:00,1109,33,3/25/20 0:00,66055,1333,0.059,4402.667,40.394,0.02,0.03,0
2/26/2020,nygovcuomo,153,,15,0,3/11/20 0:00,1109,33,3/25/20 0:00,66055,1333,0.068,4402.667,40.394,0.02,0.03,0
2/26/2020,nygovcuomo,99,,15,0,3/11/20 0:00,1109,33,3/25/20 0:00,66055,1333,0,4402.667,40.394,0.02,0.03,0
2/26/2020,nygovcuomo,104,,15,0,3/11/20 0:00,1109,33,3/25/20 0:00,66055,1333,0.059,4402.667,40.394,0.02,0.03,0
2/26/2020,nygovcuomo,153,,15,0,3/11/20 0:00,1109,33,3/25/20 0:00,66055,1333,0.068,4402.667,40.394,0.02,0.03,0
2/26/2020,nygovcuomo,99,,15,0,3/11/20 0:00,1109,33,3/25/20 0:00,66055,1333,0,4402.667,40.394,0.02,0.03,0
2/27/2020,benni1028,0,,16,0,3/12/20 0:00,1561,43,3/26/20 0:00,84091,1746,0.04,5254.688,40.605,0.021,0.028,0
2/27/2020,tinatomblin,0,,16,0,3/12/20 0:00,1561,43,3/26/20 0:00,84091,1746,0.7,5254.688,40.605,0.021,0.028,0
2/28/2020,jmc321qwe,0,,16,0,3/13/20 0:00,2157,52,3/27/20 0:00,102276,2300,-0.045,6391.25,44.231,0.022,0.024,0
2/28/2020,braintappedtech,0,,16,0,3/13/20 0:00,2157,52,3/27/20 0:00,102276,2300,0.417,6391.25,44.231,0.022,0.024,0
2/28/2020,bsmartnotbest,0,,16,0,3/13/20 0:00,2157,52,3/27/20 0:00,102276,2300,-0.2,6391.25,44.231,0.022,0.024,0
2/28/2020,willfree,1,,16,0,3/13/20 0:00,2157,52,3/27/20 0:00,102276,2300,0.35,6391.25,44.231,0.022,0.024,0
2/28/2020,bsmartnotbest,0,,16,0,3/13/20 0:00,2157,52,3/27/20 0:00,102276,2300,-0.2,6391.25,44.231,0.022,0.024,0
2/29/2020,monstergooder,3,,24,1,3/14/20 0:00,2870,58,3/28/20 0:00,122069,2934,0.25,5085.208,50.569,0.024,0.02,0.042
2/29/2020,diamondsnjeans,10,,24,1,3/14/20 0:00,2870,58,3/28/20 0:00,122069,2934,0.35,5085.208,50.569,0.024,0.02,0.042
2/29/2020,cdespinosa,2,,24,1,3/14/20 0:00,2870,58,3/28/20 0:00,122069,2934,0,5085.208,50.569,0.024,0.02,0.042
2/29/2020,aarp,9,,24,1,3/14/20 0:00,2870,58,3/28/20 0:00,122069,2934,-0.3,5085.208,50.569,0.024,0.02,0.042
2/29/2020,washingtonpost,169,,24,1,3/14/20 0:00,2870,58,3/28/20 0:00,122069,2934,-0.333,5085.208,50.569,0.024,0.02,0.042
2/29/2020,washingtonpost,169,,24,1,3/14/20 0:00,2870,58,3/28/20 0:00,122069,2934,-0.333,5085.208,50.569,0.024,0.02,0.042
3/1/2020,interstateustor,0,,30,1,3/15/20 0:00,2968,70,3/29/20 0:00,141205,3561,-0.186,4705.833,50.857,0.025,0.024,0.033
3/1/2020,titivalk,19,,30,1,3/15/20 0:00,2968,70,3/29/20 0:00,141205,3561,0,4705.833,50.857,0.025,0.024,0.033
3/1/2020,rushmoreliberty,0,,30,1,3/15/20 0:00,2968,70,3/29/20 0:00,141205,3561,0.288,4705.833,50.857,0.025,0.024,0.033
3/1/2020,mycrittersmom,1,,30,1,3/15/20 0:00,2968,70,3/29/20 0:00,141205,3561,-0.083,4705.833,50.857,0.025,0.024,0.033
3/1/2020,kid_prairie,28,,30,1,3/15/20 0:00,2968,70,3/29/20 0:00,141205,3561,0.35,4705.833,50.857,0.025,0.024,0.033
3/1/2020,jimbishopbbrain,0,,30,1,3/15/20 0:00,2968,70,3/29/20 0:00,141205,3561,0.1,4705.833,50.857,0.025,0.024,0.033
3/1/2020,jimbishopbbrain,0,,30,1,3/15/20 0:00,2968,70,3/29/20 0:00,141205,3561,0.1,4705.833,50.857,0.025,0.024,0.033
3/1/2020,nygovcuomo,7826,,30,1,3/15/20 0:00,2968,70,3/29/20 0:00,141205,3561,0.169,4705.833,50.857,0.025,0.024,0.033
3/1/2020,nygovcuomo,7826,,30,1,3/15/20 0:00,2968,70,3/29/20 0:00,141205,3561,0.169,4705.833,50.857,0.025,0.024,0.033
3/2/2020,myjamaicatoday,0,,53,6,3/16/20 0:00,4360,97,3/30/20 0:00,162707,4381,0.175,3068.943,45.103,0.027,0.022,0.113
3/2/2020,insuremytrip,0,,53,6,3/16/20 0:00,4360,97,3/30/20 0:00,162707,4381,0.257,3068.943,45.103,0.027,0.022,0.113
3/2/2020,nzmorningreport,0,,53,6,3/16/20 0:00,4360,97,3/30/20 0:00,162707,4381,0.267,3068.943,45.103,0.027,0.022,0.113
3/2/2020,muhammadalampti,0,,53,6,3/16/20 0:00,4360,97,3/30/20 0:00,162707,4381,0.4,3068.943,45.103,0.027,0.022,0.113
3/2/2020,mansiesq,0,,53,6,3/16/20 0:00,4360,97,3/30/20 0:00,162707,4381,0.068,3068.943,45.103,0.027,0.022,0.113
3/2/2020,rurallefty,0,,53,6,3/16/20 0:00,4360,97,3/30/20 0:00,162707,4381,-0.006,3068.943,45.103,0.027,0.022,0.113
3/2/2020,muhammadalampti,0,,53,6,3/16/20 0:00,4360,97,3/30/20 0:00,162707,4381,0.4,3068.943,45.103,0.027,0.022,0.113
3/2/2020,nygovcuomo,5416,,53,6,3/16/20 0:00,4360,97,3/30/20 0:00,162707,4381,0.045,3068.943,45.103,0.027,0.022,0.113
3/2/2020,nygovcuomo,82107,,53,6,3/16/20 0:00,4360,97,3/30/20 0:00,162707,4381,0.136,3068.943,45.103,0.027,0.022,0.113
3/2/2020,nygovcuomo,484,,53,6,3/16/20 0:00,4360,97,3/30/20 0:00,162707,4381,0.318,3068.943,45.103,0.027,0.022,0.113
3/2/2020,nygovcuomo,233,,53,6,3/16/20 0:00,4360,97,3/30/20 0:00,162707,4381,0.667,3068.943,45.103,0.027,0.022,0.113
3/2/2020,nygovcuomo,1256,,53,6,3/16/20 0:00,4360,97,3/30/20 0:00,162707,4381,0,3068.943,45.103,0.027,0.022,0.113
3/2/2020,washingtonpost,92,,53,6,3/16/20 0:00,4360,97,3/30/20 0:00,162707,4381,0.225,3068.943,45.103,0.027,0.022,0.113
3/2/2020,washingtonpost,100,,53,6,3/16/20 0:00,4360,97,3/30/20 0:00,162707,4381,-0.063,3068.943,45.103,0.027,0.022,0.113
3/2/2020,washingtonpost,628,,53,6,3/16/20 0:00,4360,97,3/30/20 0:00,162707,4381,0.033,3068.943,45.103,0.027,0.022,0.113
3/2/2020,nygovcuomo,5416,,53,6,3/16/20 0:00,4360,97,3/30/20 0:00,162707,4381,0.045,3068.943,45.103,0.027,0.022,0.113
3/2/2020,nygovcuomo,82107,,53,6,3/16/20 0:00,4360,97,3/30/20 0:00,162707,4381,0.136,3068.943,45.103,0.027,0.022,0.113
3/2/2020,nygovcuomo,484,,53,6,3/16/20 0:00,4360,97,3/30/20 0:00,162707,4381,0.318,3068.943,45.103,0.027,0.022,0.113
3/2/2020,nygovcuomo,233,,53,6,3/16/20 0:00,4360,97,3/30/20 0:00,162707,4381,0.667,3068.943,45.103,0.027,0.022,0.113
3/2/2020,nygovcuomo,1256,,53,6,3/16/20 0:00,4360,97,3/30/20 0:00,162707,4381,0,3068.943,45.103,0.027,0.022,0.113
3/2/2020,washingtonpost,92,,53,6,3/16/20 0:00,4360,97,3/30/20 0:00,162707,4381,0.225,3068.943,45.103,0.027,0.022,0.113
3/2/2020,washingtonpost,100,,53,6,3/16/20 0:00,4360,97,3/30/20 0:00,162707,4381,-0.063,3068.943,45.103,0.027,0.022,0.113
3/2/2020,washingtonpost,628,,53,6,3/16/20 0:00,4360,97,3/30/20 0:00,162707,4381,0.033,3068.943,45.103,0.027,0.022,0.113
3/3/2020,sjredmond,164,,73,7,3/17/20 0:00,6141,131,3/31/20 0:00,188724,5605,0,2584.26,42.733,0.03,0.021,0.096
3/3/2020,gfm247,0,,73,7,3/17/20 0:00,6141,131,3/31/20 0:00,188724,5605,0.256,2584.26,42.733,0.03,0.021,0.096
3/3/2020,aacrao,2,,73,7,3/17/20 0:00,6141,131,3/31/20 0:00,188724,5605,0,2584.26,42.733,0.03,0.021,0.096
3/3/2020,houstonhealth,12,,73,7,3/17/20 0:00,6141,131,3/31/20 0:00,188724,5605,0,2584.26,42.733,0.03,0.021,0.096
3/3/2020,judith15257024,0,,73,7,3/17/20 0:00,6141,131,3/31/20 0:00,188724,5605,-0.45,2584.26,42.733,0.03,0.021,0.096
3/4/2020,bunyan_baby,1,,104,11,3/18/20 0:00,8917,188,4/1/20 0:00,214205,6846,-0.125,2058.663,36.356,0.032,0.021,0.106
3/4/2020,crc4d,0,,104,11,3/18/20 0:00,8917,188,4/1/20 0:00,214205,6846,0.004,2058.663,36.356,0.032,0.021,0.106
3/4/2020,bgmacneill,2,,104,11,3/18/20 0:00,8917,188,4/1/20 0:00,214205,6846,-0.038,2058.663,36.356,0.032,0.021,0.106
3/4/2020,23abcnews,2,,104,11,3/18/20 0:00,8917,188,4/1/20 0:00,214205,6846,0.217,2058.663,36.356,0.032,0.021,0.106
3/4/2020,monsieurchase,4,,104,11,3/18/20 0:00,8917,188,4/1/20 0:00,214205,6846,-0.029,2058.663,36.356,0.032,0.021,0.106
3/4/2020,iam_k_man,0,,104,11,3/18/20 0:00,8917,188,4/1/20 0:00,214205,6846,0.025,2058.663,36.356,0.032,0.021,0.106
3/4/2020,jamesrogerdavis,0,,104,11,3/18/20 0:00,8917,188,4/1/20 0:00,214205,6846,0.427,2058.663,36.356,0.032,0.021,0.106
3/4/2020,nygovcuomo,494,,104,11,3/18/20 0:00,8917,188,4/1/20 0:00,214205,6846,0.143,2058.663,36.356,0.032,0.021,0.106
3/4/2020,nygovcuomo,99,,104,11,3/18/20 0:00,8917,188,4/1/20 0:00,214205,6846,-0.013,2058.663,36.356,0.032,0.021,0.106
3/4/2020,nygovcuomo,336,,104,11,3/18/20 0:00,8917,188,4/1/20 0:00,214205,6846,0.168,2058.663,36.356,0.032,0.021,0.106
3/4/2020,nygovcuomo,494,,104,11,3/18/20 0:00,8917,188,4/1/20 0:00,214205,6846,0.143,2058.663,36.356,0.032,0.021,0.106
3/4/2020,nygovcuomo,99,,104,11,3/18/20 0:00,8917,188,4/1/20 0:00,214205,6846,-0.013,2058.663,36.356,0.032,0.021,0.106
3/4/2020,nygovcuomo,336,,104,11,3/18/20 0:00,8917,188,4/1/20 0:00,214205,6846,0.168,2058.663,36.356,0.032,0.021,0.106
3/5/2020,sofialouiser,1,,174,12,3/19/20 0:00,14157,265,4/2/20 0:00,244610,8432,0.269,1404.805,31.774,0.034,0.019,0.069
3/5/2020,narniaexpert,0,,174,12,3/19/20 0:00,14157,265,4/2/20 0:00,244610,8432,0.168,1404.805,31.774,0.034,0.019,0.069
3/5/2020,patriciallynn,0,,174,12,3/19/20 0:00,14157,265,4/2/20 0:00,244610,8432,0.05,1404.805,31.774,0.034,0.019,0.069
3/5/2020,gingerventures,0,,174,12,3/19/20 0:00,14157,265,4/2/20 0:00,244610,8432,0.092,1404.805,31.774,0.034,0.019,0.069
3/5/2020,achygiene,0,,174,12,3/19/20 0:00,14157,265,4/2/20 0:00,244610,8432,0.172,1404.805,31.774,0.034,0.019,0.069
3/5/2020,milhist_lee,9,,174,12,3/19/20 0:00,14157,265,4/2/20 0:00,244610,8432,0.228,1404.805,31.774,0.034,0.019,0.069
3/5/2020,fox13,2,,174,12,3/19/20 0:00,14157,265,4/2/20 0:00,244610,8432,0.217,1404.805,31.774,0.034,0.019,0.069
3/5/2020,patriciallynn,0,,174,12,3/19/20 0:00,14157,265,4/2/20 0:00,244610,8432,0.05,1404.805,31.774,0.034,0.019,0.069
3/5/2020,nygovcuomo,262,,174,12,3/19/20 0:00,14157,265,4/2/20 0:00,244610,8432,0.018,1404.805,31.774,0.034,0.019,0.069
3/5/2020,nygovcuomo,434,,174,12,3/19/20 0:00,14157,265,4/2/20 0:00,244610,8432,0.1,1404.805,31.774,0.034,0.019,0.069
3/5/2020,washingtonpost,122,,174,12,3/19/20 0:00,14157,265,4/2/20 0:00,244610,8432,0,1404.805,31.774,0.034,0.019,0.069
3/5/2020,washingtonpost,93,,174,12,3/19/20 0:00,14157,265,4/2/20 0:00,244610,8432,0.258,1404.805,31.774,0.034,0.019,0.069
3/5/2020,washingtonpost,140,,174,12,3/19/20 0:00,14157,265,4/2/20 0:00,244610,8432,0.083,1404.805,31.774,0.034,0.019,0.069
3/5/2020,nygovcuomo,262,,174,12,3/19/20 0:00,14157,265,4/2/20 0:00,244610,8432,0.018,1404.805,31.774,0.034,0.019,0.069
3/5/2020,nygovcuomo,434,,174,12,3/19/20 0:00,14157,265,4/2/20 0:00,244610,8432,0.1,1404.805,31.774,0.034,0.019,0.069
3/5/2020,washingtonpost,122,,174,12,3/19/20 0:00,14157,265,4/2/20 0:00,244610,8432,0,1404.805,31.774,0.034,0.019,0.069
3/5/2020,washingtonpost,93,,174,12,3/19/20 0:00,14157,265,4/2/20 0:00,244610,8432,0.258,1404.805,31.774,0.034,0.019,0.069
3/5/2020,washingtonpost,140,,174,12,3/19/20 0:00,14157,265,4/2/20 0:00,244610,8432,0.083,1404.805,31.774,0.034,0.019,0.069
3/6/2020,billmorill,0,,222,14,3/20/20 0:00,19479,362,4/3/20 0:00,276547,9747,0,1244.707,26.887,0.035,0.019,0.063
3/6/2020,michaelcoyne,0,,222,14,3/20/20 0:00,19479,362,4/3/20 0:00,276547,9747,0,1244.707,26.887,0.035,0.019,0.063
3/6/2020,justjhair,4,,222,14,3/20/20 0:00,19479,362,4/3/20 0:00,276547,9747,0,1244.707,26.887,0.035,0.019,0.063
3/6/2020,tishaespn,0,,222,14,3/20/20 0:00,19479,362,4/3/20 0:00,276547,9747,0,1244.707,26.887,0.035,0.019,0.063
3/6/2020,ronthediego,0,,222,14,3/20/20 0:00,19479,362,4/3/20 0:00,276547,9747,0.268,1244.707,26.887,0.035,0.019,0.063
3/6/2020,alecdietz,1,,222,14,3/20/20 0:00,19479,362,4/3/20 0:00,276547,9747,0,1244.707,26.887,0.035,0.019,0.063
3/6/2020,goodmanhoops,116,,222,14,3/20/20 0:00,19479,362,4/3/20 0:00,276547,9747,0,1244.707,26.887,0.035,0.019,0.063
3/6/2020,brucefeldmancfb,53,,222,14,3/20/20 0:00,19479,362,4/3/20 0:00,276547,9747,0,1244.707,26.887,0.035,0.019,0.063
3/6/2020,bykellycohen,1,,222,14,3/20/20 0:00,19479,362,4/3/20 0:00,276547,9747,0,1244.707,26.887,0.035,0.019,0.063
3/6/2020,jgolden5,6,,222,14,3/20/20 0:00,19479,362,4/3/20 0:00,276547,9747,0,1244.707,26.887,0.035,0.019,0.063
3/6/2020,osmattmurschel,3,,222,14,3/20/20 0:00,19479,362,4/3/20 0:00,276547,9747,0,1244.707,26.887,0.035,0.019,0.063
3/6/2020,azorinfo,0,,222,14,3/20/20 0:00,19479,362,4/3/20 0:00,276547,9747,-1,1244.707,26.887,0.035,0.019,0.063
3/6/2020,scorpsistah,0,,222,14,3/20/20 0:00,19479,362,4/3/20 0:00,276547,9747,0.314,1244.707,26.887,0.035,0.019,0.063
3/6/2020,august72027fits,0,,222,14,3/20/20 0:00,19479,362,4/3/20 0:00,276547,9747,-0.052,1244.707,26.887,0.035,0.019,0.063
3/6/2020,kwooleyy,0,,222,14,3/20/20 0:00,19479,362,4/3/20 0:00,276547,9747,-0.25,1244.707,26.887,0.035,0.019,0.063
3/6/2020,nygovcuomo,145,,222,14,3/20/20 0:00,19479,362,4/3/20 0:00,276547,9747,0.128,1244.707,26.887,0.035,0.019,0.063
3/6/2020,nygovcuomo,203,,222,14,3/20/20 0:00,19479,362,4/3/20 0:00,276547,9747,0.35,1244.707,26.887,0.035,0.019,0.063
3/6/2020,washingtonpost,654,,222,14,3/20/20 0:00,19479,362,4/3/20 0:00,276547,9747,0.227,1244.707,26.887,0.035,0.019,0.063
3/6/2020,nygovcuomo,145,,222,14,3/20/20 0:00,19479,362,4/3/20 0:00,276547,9747,0.128,1244.707,26.887,0.035,0.019,0.063
3/6/2020,nygovcuomo,203,,222,14,3/20/20 0:00,19479,362,4/3/20 0:00,276547,9747,0.35,1244.707,26.887,0.035,0.019,0.063
3/6/2020,washingtonpost,654,,222,14,3/20/20 0:00,19479,362,4/3/20 0:00,276547,9747,0.227,1244.707,26.887,0.035,0.019,0.063
3/7/2020,drnicolearcy,13,,337,17,3/21/20 0:00,25825,456,4/4/20 0:00,309699,11031,-0.125,917.988,24.154,0.036,0.018,0.05
3/7/2020,bryanr_ca,0,,337,17,3/21/20 0:00,25825,456,4/4/20 0:00,309699,11031,-0.1,917.988,24.154,0.036,0.018,0.05
3/7/2020,byronkhaliltv,0,,337,17,3/21/20 0:00,25825,456,4/4/20 0:00,309699,11031,0.039,917.988,24.154,0.036,0.018,0.05
3/7/2020,cakeordeathc29,1,,337,17,3/21/20 0:00,25825,456,4/4/20 0:00,309699,11031,-0.505,917.988,24.154,0.036,0.018,0.05
3/7/2020,butchkaplan,0,,337,17,3/21/20 0:00,25825,456,4/4/20 0:00,309699,11031,0.157,917.988,24.154,0.036,0.018,0.05
3/7/2020,newschannelnine,3,,337,17,3/21/20 0:00,25825,456,4/4/20 0:00,309699,11031,0.039,917.988,24.154,0.036,0.018,0.05
3/7/2020,ktvotv,0,,337,17,3/21/20 0:00,25825,456,4/4/20 0:00,309699,11031,0.039,917.988,24.154,0.036,0.018,0.05
3/7/2020,nygovcuomo,5211,,337,17,3/21/20 0:00,25825,456,4/4/20 0:00,309699,11031,0.258,917.988,24.154,0.036,0.018,0.05
3/7/2020,nygovcuomo,5211,,337,17,3/21/20 0:00,25825,456,4/4/20 0:00,309699,11031,0.258,917.988,24.154,0.036,0.018,0.05
3/7/2020,nytimes,486,,337,17,3/21/20 0:00,25825,456,4/4/20 0:00,309699,11031,-0.213,917.988,24.154,0.036,0.018,0.05
3/8/2020,steveboller,1,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.171,747.499,20.714,0.037,0.018,0.047
3/8/2020,sarahburnes,5,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.171,747.499,20.714,0.037,0.018,0.047
3/8/2020,donlbe,3,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.171,747.499,20.714,0.037,0.018,0.047
3/8/2020,that_geekygirl_,0,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.171,747.499,20.714,0.037,0.018,0.047
3/8/2020,philipcardella,22,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.357,747.499,20.714,0.037,0.018,0.047
3/8/2020,newblackman,19,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.171,747.499,20.714,0.037,0.018,0.047
3/8/2020,brutumf,4,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,0.25,747.499,20.714,0.037,0.018,0.047
3/8/2020,edourdoo,2,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.171,747.499,20.714,0.037,0.018,0.047
3/8/2020,craigcolfelt,0,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.171,747.499,20.714,0.037,0.018,0.047
3/8/2020,saribotton,10,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.171,747.499,20.714,0.037,0.018,0.047
3/8/2020,jeffreygoldberg,656,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.029,747.499,20.714,0.037,0.018,0.047
3/8/2020,montepaulsen,5,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.171,747.499,20.714,0.037,0.018,0.047
3/8/2020,steve_daniels3,0,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.171,747.499,20.714,0.037,0.018,0.047
3/8/2020,emilyraboteau,286,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.171,747.499,20.714,0.037,0.018,0.047
3/8/2020,fracturedhegem1,0,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.171,747.499,20.714,0.037,0.018,0.047
3/8/2020,warner_gm,1,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,0.071,747.499,20.714,0.037,0.018,0.047
3/8/2020,greendig,2,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.171,747.499,20.714,0.037,0.018,0.047
3/8/2020,nautilusresist,0,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.05,747.499,20.714,0.037,0.018,0.047
3/8/2020,jdbatts79,14,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.171,747.499,20.714,0.037,0.018,0.047
3/8/2020,hallieworkman,2,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.171,747.499,20.714,0.037,0.018,0.047
3/8/2020,izabelakaramia,0,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.152,747.499,20.714,0.037,0.018,0.047
3/8/2020,sabrinafbazile,2,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.171,747.499,20.714,0.037,0.018,0.047
3/8/2020,dgargill,0,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.171,747.499,20.714,0.037,0.018,0.047
3/8/2020,haunchy_bones,0,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.171,747.499,20.714,0.037,0.018,0.047
3/8/2020,xwke5,0,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,0.031,747.499,20.714,0.037,0.018,0.047
3/8/2020,starsandstripes,38,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.042,747.499,20.714,0.037,0.018,0.047
3/8/2020,usforceskorea,152,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,0.031,747.499,20.714,0.037,0.018,0.047
3/8/2020,truthseeker294,0,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,0.164,747.499,20.714,0.037,0.018,0.047
3/8/2020,nautilusresist,0,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,-0.05,747.499,20.714,0.037,0.018,0.047
3/8/2020,nygovcuomo,992,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,0.238,747.499,20.714,0.037,0.018,0.047
3/8/2020,nygovcuomo,992,,451,21,3/22/20 0:00,33761,601,4/5/20 0:00,337573,12470,0.238,747.499,20.714,0.037,0.018,0.047
3/9/2020,jarlq,1,,519,22,3/23/20 0:00,43850,784,4/6/20 0:00,367215,14138,-0.171,706.543,18.005,0.039,0.018,0.042
3/9/2020,incogneattow,1,,519,22,3/23/20 0:00,43850,784,4/6/20 0:00,367215,14138,0,706.543,18.005,0.039,0.018,0.042
3/9/2020,needham_youth,2,,519,22,3/23/20 0:00,43850,784,4/6/20 0:00,367215,14138,-0.008,706.543,18.005,0.039,0.018,0.042
3/9/2020,sheepdog1787,0,,519,22,3/23/20 0:00,43850,784,4/6/20 0:00,367215,14138,0.118,706.543,18.005,0.039,0.018,0.042
3/9/2020,sbeinla,0,,519,22,3/23/20 0:00,43850,784,4/6/20 0:00,367215,14138,-0.171,706.543,18.005,0.039,0.018,0.042
3/9/2020,cbandbr,0,,519,22,3/23/20 0:00,43850,784,4/6/20 0:00,367215,14138,0.33,706.543,18.005,0.039,0.018,0.042
3/9/2020,tanyaavila20,0,,519,22,3/23/20 0:00,43850,784,4/6/20 0:00,367215,14138,0.1,706.543,18.005,0.039,0.018,0.042
3/9/2020,katesvt,1,,519,22,3/23/20 0:00,43850,784,4/6/20 0:00,367215,14138,-0.171,706.543,18.005,0.039,0.018,0.042
3/9/2020,politics1com,1,,519,22,3/23/20 0:00,43850,784,4/6/20 0:00,367215,14138,0.281,706.543,18.005,0.039,0.018,0.042
3/9/2020,frankjordandale,0,,519,22,3/23/20 0:00,43850,784,4/6/20 0:00,367215,14138,-0.171,706.543,18.005,0.039,0.018,0.042
3/9/2020,jacktoy,0,,519,22,3/23/20 0:00,43850,784,4/6/20 0:00,367215,14138,-0.171,706.543,18.005,0.039,0.018,0.042
3/9/2020,rodtownsend,1,,519,22,3/23/20 0:00,43850,784,4/6/20 0:00,367215,14138,-0.171,706.543,18.005,0.039,0.018,0.042
